service_radius,user_num,semantic_ratio,sum_SemCom,duration,alloc_func
0.05,30,0.24000000000000007,0.8431801746360063,0.0028200149536132812,rand
0.05,30,0.25000000000000006,0.8422939978031415,0.0027849674224853516,rand
0.05,30,0.26000000000000006,0.8430555924034289,0.002781391143798828,rand
0.05,30,0.2700000000000001,0.9579052997148031,0.002728700637817383,rand
0.05,30,0.2800000000000001,0.9609893977501528,0.00273895263671875,rand
0.05,30,0.2900000000000001,0.9575821008574346,0.002727031707763672,rand
0.05,30,0.3000000000000001,1.072355520177334,0.002710580825805664,rand
0.05,30,0.3100000000000001,1.0723362296383125,0.002691030502319336,rand
0.05,30,0.3200000000000001,1.0741002556249768,0.0026705265045166016,rand
0.05,30,0.3300000000000001,1.0727477311585565,0.0026857852935791016,rand
0.05,30,0.34000000000000014,1.1877942384007907,0.002625703811645508,rand
0.05,30,0.35000000000000014,1.1884033915626808,0.002662181854248047,rand
0.05,30,0.36000000000000015,1.1889209175656954,0.002706766128540039,rand
0.05,30,0.37000000000000016,1.3039552384380082,0.0025894641876220703,rand
0.05,30,0.38000000000000017,1.3018197215823657,0.0025818347930908203,rand
0.05,30,0.3900000000000002,1.3013919024265939,0.002645254135131836,rand
0.05,30,0.4000000000000002,1.421503268078979,0.002588033676147461,rand
0.05,30,0.4100000000000002,1.4204866619855683,0.0025513172149658203,rand
0.05,30,0.4200000000000002,1.4168623906285487,0.0025882720947265625,rand
0.05,30,0.4300000000000002,1.4170951048781524,0.002571582794189453,rand
0.05,30,0.4400000000000002,1.5339238914838005,0.0024917125701904297,rand
0.05,30,0.45000000000000023,1.5325639900756978,0.0024826526641845703,rand
0.05,30,0.46000000000000024,1.532570542320554,0.0024933815002441406,rand
0.05,30,0.47000000000000025,1.6470936437423738,0.00244903564453125,rand
0.05,30,0.48000000000000026,1.6466108212553865,0.0024895668029785156,rand
0.05,30,0.49000000000000027,1.645704473623007,0.0024518966674804688,rand
0.05,30,0.5000000000000002,1.7612938789146528,0.00238800048828125,rand
0.05,30,0.01,0.03884934875248799,0.003011941909790039,rand
0.05,30,0.02,0.038388147912357014,0.002979278564453125,rand
0.05,30,0.03,0.041586907732112384,0.002941131591796875,rand
0.05,30,0.04,0.15951093376304237,0.0030477046966552734,rand
0.05,30,0.05,0.15450201195208613,0.005423307418823242,rand
0.05,30,0.060000000000000005,0.15315732261278067,0.0028705596923828125,rand
0.05,30,0.07,0.2683878910677102,0.002821207046508789,rand
0.05,30,0.08,0.2689678296329842,0.0028350353240966797,rand
0.05,30,0.09,0.2733794123460367,0.002835988998413086,rand
0.05,30,0.09999999999999999,0.27137340743737837,0.002822399139404297,rand
0.05,30,0.10999999999999999,0.3835355245333986,0.002781391143798828,rand
0.05,30,0.11999999999999998,0.38469584387155265,0.002785205841064453,rand
0.05,30,0.12999999999999998,0.38356208999586583,0.0027773380279541016,rand
0.05,30,0.13999999999999999,0.4974250899093642,0.002718687057495117,rand
0.05,30,0.15,0.49795168822109426,0.002752542495727539,rand
0.05,30,0.16,0.5040791048755037,0.0027434825897216797,rand
0.05,30,0.17,0.6123868673494948,0.0026862621307373047,rand
0.05,30,0.18000000000000002,0.6130548539542805,0.0026972293853759766,rand
0.05,30,0.19000000000000003,0.6136612794199612,0.002714395523071289,rand
0.05,30,0.20000000000000004,0.7318492079403057,0.002630472183227539,rand
0.05,30,0.21000000000000005,0.728084372781974,0.0026602745056152344,rand
0.05,30,0.22000000000000006,0.7276622981422394,0.002652406692504883,rand
0.05,30,0.23000000000000007,0.7282934035996791,0.0027532577514648438,rand
0.05,30,0.24000000000000007,0.8463616816359564,0.002705812454223633,rand
0.05,30,0.25000000000000006,0.8430062913127495,0.0025963783264160156,rand
0.05,30,0.26000000000000006,0.842521658966651,0.002588033676147461,rand
0.05,30,0.2700000000000001,0.9598399604135965,0.0025534629821777344,rand
0.05,30,0.2800000000000001,0.9591971200078468,0.0025589466094970703,rand
0.05,30,0.2900000000000001,0.9576266802407674,0.002549409866333008,rand
0.05,30,0.3000000000000001,1.0719381218009303,0.002504587173461914,rand
0.05,30,0.3100000000000001,1.0728191022797127,0.0024957656860351562,rand
0.05,30,0.3200000000000001,1.0719463668365388,0.002506732940673828,rand
0.05,30,0.3300000000000001,1.0720774435495597,0.002506256103515625,rand
0.05,30,0.34000000000000014,1.1867771354906709,0.0024521350860595703,rand
0.05,30,0.35000000000000014,1.1876611742698115,0.0024504661560058594,rand
0.05,30,0.36000000000000015,1.1919490785238436,0.002451181411743164,rand
0.05,30,0.37000000000000016,1.3012323407437791,0.002399444580078125,rand
0.05,30,0.38000000000000017,1.3094007646009012,0.0024094581604003906,rand
0.05,30,0.3900000000000002,1.3021622890925861,0.0023963451385498047,rand
0.05,30,0.4000000000000002,1.4182582505993924,0.002355337142944336,rand
0.05,30,0.4100000000000002,1.4172346933879856,0.0023605823516845703,rand
0.05,30,0.4200000000000002,1.4214750699984764,0.0023565292358398438,rand
0.05,30,0.4300000000000002,1.4190709682425477,0.0023539066314697266,rand
0.05,30,0.4400000000000002,1.5336273585524878,0.0023081302642822266,rand
0.05,30,0.45000000000000023,1.528388931119051,0.0023114681243896484,rand
0.05,30,0.46000000000000024,1.5325061430070406,0.0023026466369628906,rand
0.05,30,0.47000000000000025,1.6459588249393837,0.002268552780151367,rand
0.05,30,0.48000000000000026,1.6460331060924818,0.002257823944091797,rand
0.05,30,0.49000000000000027,1.6479549903253818,0.002260446548461914,rand
0.05,30,0.5000000000000002,1.7616303555704218,0.002218484878540039,rand
